PATH;NUM_PRODUCTS;TIME;R;AND_OPTIMIZATION;AND_THRESHOLD;REORDER_VARIABLES;N_EDGES;N_NODES
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;25.6976;10;1;50;0;2.72908e+06;1.21116e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;74.0915;20;1;0;1;518473;346882
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;30.6084;20;1;0;0;3.79012e+06;2.42275e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;60.3888;20;1;1;1;568870;381500
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;23.6043;20;1;1;0;2.21812e+06;1.46735e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;60.0457;20;1;2;1;568163;377472
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;24.2036;20;1;2;0;2.21551e+06;1.4573e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;87.7927;20;1;5;1;325480;127608
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;10.2926;20;1;5;0;1.2337e+06;553750
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;59.4702;20;1;10;1;612372;261911
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;17.3852;20;1;10;0;1.85493e+06;893200
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;59.3629;20;1;20;1;612372;261911
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;16.5347;20;1;20;0;1.85493e+06;893200
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;59.3059;20;1;50;1;612372;261911
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;16.8179;20;1;50;0;1.85493e+06;893200
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;103.113;50;1;0;1;2.72552e+06;1.78876e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;102.541;50;1;0;0;2.72552e+06;1.78876e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;64.7285;50;1;1;1;993297;673054
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;63.3756;50;1;1;0;993297;673054
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;64.6097;50;1;2;1;992269;666685
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;63.3411;50;1;2;0;992269;666685
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;49.9551;50;1;5;1;1.34468e+06;598728
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;51.9488;50;1;5;0;1.34468e+06;598728
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;54.2401;50;1;10;1;2.72908e+06;1.21116e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;54.4217;50;1;10;0;2.72908e+06;1.21116e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;54.1632;50;1;20;1;2.72908e+06;1.21116e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;53.9673;50;1;20;0;2.72908e+06;1.21116e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;55.7692;50;1;50;1;2.72908e+06;1.21116e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-5.xml;2909262447736524186554112;53.9317;50;1;50;0;2.72908e+06;1.21116e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;46.2282;1;1;0;1;725914;513725
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;40.2705;1;1;0;0;2.05695e+06;1.47335e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;32.9999;1;1;1;1;1.98232e+06;1.37114e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;35.0168;1;1;1;0;1.98232e+06;1.37114e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;37.8692;1;1;2;1;1.95918e+06;1.34801e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;37.9401;1;1;2;0;1.95918e+06;1.34801e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;38.9199;1;1;5;1;1.14644e+06;396050
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;24.8534;1;1;5;0;1.92166e+06;1.08251e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;57.9833;1;1;10;1;1.37739e+06;476951
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;42.1809;1;1;10;0;2.49496e+06;1.35666e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;58.1296;1;1;20;1;1.37739e+06;476951
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;43.7926;1;1;20;0;2.49496e+06;1.35666e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;58.6583;1;1;50;1;1.37739e+06;476951
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;42.7704;1;1;50;0;2.49496e+06;1.35666e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;35.4744;2;1;0;1;746788;529113
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;30.7967;2;1;0;0;2.05695e+06;1.47335e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;28.8284;2;1;1;1;1.98232e+06;1.37114e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;29.7353;2;1;1;0;1.98232e+06;1.37114e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;53.2288;2;1;2;1;669811;456717
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;32.7148;2;1;2;0;1.95918e+06;1.34801e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;53.048;2;1;5;1;387576;167874
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;23.3935;2;1;5;0;1.92166e+06;1.08251e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;40.7569;2;1;10;1;1.07714e+06;381343
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;36.9135;2;1;10;0;2.41418e+06;1.30779e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;40.4461;2;1;20;1;1.07714e+06;381343
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;37.9052;2;1;20;0;2.41418e+06;1.30779e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;40.3567;2;1;50;1;1.07714e+06;381343
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;36.3276;2;1;50;0;2.41418e+06;1.30779e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;128.959;5;1;0;1;256889;182917
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;26.611;5;1;0;0;2.05695e+06;1.47335e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;69.8671;5;1;1;1;276696;187771
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;22.9072;5;1;1;0;1.98232e+06;1.37114e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;117.638;5;1;2;1;251952;153478
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;24.0713;5;1;2;0;1.95918e+06;1.34801e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;81.3929;5;1;5;1;263907;101926
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;17.1355;5;1;5;0;1.92166e+06;1.08251e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;71.3158;5;1;10;1;626801;171288
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;27.0006;5;1;10;0;2.36284e+06;1.24904e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;70.3558;5;1;20;1;626801;171288
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;26.8568;5;1;20;0;2.36284e+06;1.24904e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;71.5662;5;1;50;1;626801;171288
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;28.6829;5;1;50;0;2.36284e+06;1.24904e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;138.881;10;1;0;1;234100;160490
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;21.8231;10;1;0;0;2.05695e+06;1.47335e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;94.3842;10;1;1;1;247729;166962
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;19.6094;10;1;1;0;1.98232e+06;1.37114e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;51.9474;10;1;2;1;512886;344707
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;21.0246;10;1;2;0;1.95918e+06;1.34801e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;89.7664;10;1;5;1;533030;203395
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;16.8261;10;1;5;0;1.92166e+06;1.08251e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;98.9966;10;1;10;1;688094;137065
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;22.5527;10;1;10;0;2.0603e+06;1.12433e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;100.574;10;1;20;1;688094;137065
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;22.5219;10;1;20;0;2.0603e+06;1.12433e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;99.9643;10;1;50;1;688094;137065
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;23.3565;10;1;50;0;2.0603e+06;1.12433e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;89.3279;20;1;0;1;508515;370859
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;21.5596;20;1;0;0;2.05695e+06;1.47335e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;63.234;20;1;1;1;794898;544016
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;19.8837;20;1;1;0;1.98232e+06;1.37114e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;51.0071;20;1;2;1;674875;470728
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;24.4075;20;1;2;0;1.95918e+06;1.34801e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;48.0308;20;1;5;1;869092;340359
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;16.6039;20;1;5;0;1.92166e+06;1.08251e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;83.9335;20;1;10;1;544957;176270
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;22.1156;20;1;10;0;1.99413e+06;1.09261e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;82.7888;20;1;20;1;544957;176270
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;21.3718;20;1;20;0;1.99413e+06;1.09261e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;82.07;20;1;50;1;544957;176270
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;23.1862;20;1;50;0;1.99413e+06;1.09261e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;157.214;50;1;0;1;2.05695e+06;1.47335e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;162.55;50;1;0;0;2.05695e+06;1.47335e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;83.4244;50;1;1;1;1.98232e+06;1.37114e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;83.3661;50;1;1;0;1.98232e+06;1.37114e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;89.083;50;1;2;1;1.95918e+06;1.34801e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;86.8081;50;1;2;0;1.95918e+06;1.34801e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;37.8736;50;1;5;1;1.92166e+06;1.08251e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;37.9294;50;1;5;0;1.92166e+06;1.08251e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;49.2411;50;1;10;1;1.94122e+06;1.08088e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;48.3398;50;1;10;0;1.94122e+06;1.08088e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;50.3808;50;1;20;1;1.94122e+06;1.08088e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;49.4127;50;1;20;0;1.94122e+06;1.08088e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;49.7733;50;1;50;1;1.94122e+06;1.08088e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-6.xml;34447571926370581506822144;48.6906;50;1;50;0;1.94122e+06;1.08088e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;36.6485;1;1;0;1;248057;190013
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;13.2543;1;1;0;0;736912;605550
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;28.4637;1;1;1;1;281648;210766
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;17.4386;1;1;1;0;769487;617907
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;72.532;1;1;2;1;182792;131253
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;18.772;1;1;2;0;863467;676846
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;34.0334;1;1;5;1;212818;149688
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;12.191;1;1;5;0;702449;549371
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;33.6418;1;1;10;1;212818;149688
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;13.0947;1;1;10;0;702449;549371
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;33.1022;1;1;20;1;212818;149688
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;12.6554;1;1;20;0;702449;549371
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;33.2274;1;1;50;1;212818;149688
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;12.1671;1;1;50;0;702449;549371
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;26.3844;2;1;0;1;195926;147196
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;10.4193;2;1;0;0;736912;605550
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;35.2014;2;1;1;1;215864;150361
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;14.6183;2;1;1;0;769203;617737
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;35.5514;2;1;2;1;231785;170101
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;14.8324;2;1;2;0;863467;676846
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;20.5626;2;1;5;1;191631;131106
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;9.71017;2;1;5;0;701588;548884
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;20.4193;2;1;10;1;191631;131106
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;9.83055;2;1;10;0;701588;548884
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;20.3523;2;1;20;1;191631;131106
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;10.1068;2;1;20;0;701588;548884
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;20.3667;2;1;50;1;191631;131106
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;9.56172;2;1;50;0;701588;548884
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;31.4629;5;1;0;1;186459;135405
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;9.02512;5;1;0;0;736912;605550
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;44.005;5;1;1;1;134490;95730
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;11.8804;5;1;1;0;769203;617737
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;37.3051;5;1;2;1;115349;83753
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;10.9295;5;1;2;0;863467;676846
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;32.1928;5;1;5;1;132567;90467
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;7.7398;5;1;5;0;702449;549371
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;32.2305;5;1;10;1;132567;90467
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;7.99039;5;1;10;0;702449;549371
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;32.166;5;1;20;1;132567;90467
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;9.05733;5;1;20;0;702449;549371
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;31.3841;5;1;50;1;132567;90467
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;7.68331;5;1;50;0;702449;549371
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;40.9101;10;1;0;1;137945;103941
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;7.47577;10;1;0;0;736912;605550
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;17.6665;10;1;1;1;172780;123241
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;8.66638;10;1;1;0;731612;587481
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;15.9537;10;1;2;1;166921;108068
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;11.3024;10;1;2;0;863467;676846
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;14.7921;10;1;5;1;184502;124763
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;6.13448;10;1;5;0;673637;527540
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;14.7213;10;1;10;1;184502;124763
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;6.46015;10;1;10;0;673637;527540
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;14.8375;10;1;20;1;184502;124763
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;6.36019;10;1;20;0;673637;527540
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;14.9671;10;1;50;1;184502;124763
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;6.3077;10;1;50;0;673637;527540
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;51.9177;20;1;0;1;164935;120646
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;8.91071;20;1;0;0;736912;605550
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;28.8467;20;1;1;1;178395;128077
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;10.8516;20;1;1;0;716638;578866
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;33.5216;20;1;2;1;162621;114781
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;16.0926;20;1;2;0;863467;676846
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;18.0597;20;1;5;1;205092;144648
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-7.xml;2214815589380475944960;8.17566;20;1;5;0;673637;527540
